tenant_id,request_id,model_requested,model_used,decision,reason,tokens_used_today,budget_used_today,evaluated_at
C2_MEDIUM,req_22073,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,30299,157.68,2026-03-27T15:45:53.341820
C2_MEDIUM,req_95195,gpt-4,,block,Model not permitted under current policy tier.,419441,407.91,2025-10-23T14:25:22.341820
C2_MEDIUM,req_92293,gpt-3.5,,block,Monthly budget cap hit.,238671,228.74,2026-02-27T22:17:00.341820
C2_MEDIUM,req_61959,gpt-3.5,,block,Monthly budget cap hit.,114461,149.1,2026-01-30T06:51:03.341820
C2_MEDIUM,req_55036,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,306058,423.48,2025-10-27T13:14:02.341820
C2_MEDIUM,req_13385,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,328948,178.19,2025-11-24T01:49:18.341820
C2_MEDIUM,req_71131,gpt-4,,block,Daily token limit exceeded.,204359,117.94,2025-12-20T23:31:44.341820
C2_MEDIUM,req_49836,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,41104,123.36,2025-12-19T10:23:47.341820
C2_MEDIUM,req_83686,gpt-3.5,,block,Daily token limit exceeded.,168565,361.96,2025-11-08T22:18:20.341820
C2_MEDIUM,req_61167,gpt-4,,block,Daily token limit exceeded.,211545,304.48,2025-11-21T03:56:03.341820
C2_MEDIUM,req_99665,gpt-3.5,,block,Model not permitted under current policy tier.,468336,431.17,2026-01-01T05:20:15.341820
C2_MEDIUM,req_49315,mistral,,block,Daily token limit exceeded.,94415,157.95,2025-11-09T16:32:41.341820
C2_MEDIUM,req_18443,mistral,,block,Monthly budget cap hit.,83458,464.89,2026-02-23T04:32:22.341820
C2_MEDIUM,req_19412,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,464962,70.99,2026-03-16T11:39:04.341820
C2_MEDIUM,req_87971,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,224215,43.9,2026-03-07T00:56:40.341820
C2_MEDIUM,req_72499,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,285204,43.5,2026-03-24T10:36:40.341820
C2_MEDIUM,req_86853,mistral,,block,Daily token limit exceeded.,493064,60.46,2025-10-23T13:43:23.341820
C2_MEDIUM,req_37525,gpt-4,,block,Daily token limit exceeded.,220676,179.78,2026-01-28T10:36:11.341820
C2_MEDIUM,req_29899,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,453795,108.6,2025-12-15T13:41:21.341820
C2_MEDIUM,req_49011,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,380585,322.69,2026-01-20T17:17:19.341820
C2_MEDIUM,req_29144,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,482861,246.31,2026-02-15T15:10:08.341820
C2_MEDIUM,req_30628,gpt-3.5,,block,Model not permitted under current policy tier.,55526,316.67,2025-12-23T09:44:43.341820
C2_MEDIUM,req_44923,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,316061,407.01,2026-03-24T11:48:13.341820
C2_MEDIUM,req_96204,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,313979,337.88,2025-11-15T03:25:32.341820
C2_MEDIUM,req_73671,mistral,,block,Daily token limit exceeded.,342488,350.57,2026-03-20T04:03:26.341820
C2_MEDIUM,req_10864,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,446152,115.32,2026-02-21T00:33:01.341820
C2_MEDIUM,req_94245,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,439879,241.15,2025-10-16T23:51:39.341820
C2_MEDIUM,req_32030,gpt-4,,block,Model not permitted under current policy tier.,124876,249.6,2025-10-14T09:44:24.341820
C2_MEDIUM,req_98679,gpt-3.5,,block,Monthly budget cap hit.,108497,424.32,2026-02-28T12:08:56.341820
C2_MEDIUM,req_55510,gpt-3.5,,block,Model not permitted under current policy tier.,288996,200.94,2025-12-07T17:45:30.341820
C2_MEDIUM,req_37690,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,411912,463.69,2026-02-14T20:10:06.341820
C2_MEDIUM,req_78114,gpt-4,,block,Model not permitted under current policy tier.,474213,200.83,2025-11-30T14:02:43.341820
C2_MEDIUM,req_34701,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,372092,440.11,2026-04-04T20:32:08.341820
C2_MEDIUM,req_98987,gpt-4,,block,Monthly budget cap hit.,448915,156.62,2025-11-04T14:45:38.341820
C2_MEDIUM,req_62959,mistral,,block,Monthly budget cap hit.,197501,293.97,2026-02-04T17:52:12.341820
C2_MEDIUM,req_82130,gpt-4,,block,Monthly budget cap hit.,151093,435.1,2026-02-03T16:16:19.341820
C2_MEDIUM,req_31821,gpt-3.5,,block,Daily token limit exceeded.,469982,460.89,2026-04-11T16:59:17.341820
C2_MEDIUM,req_62601,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,474870,147.96,2025-12-18T17:09:38.341820
C2_MEDIUM,req_10147,mistral,,block,Daily token limit exceeded.,473546,425.84,2025-12-05T07:51:19.341820
C2_MEDIUM,req_76231,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,66324,21.51,2025-11-15T16:24:05.341820
C2_MEDIUM,req_21971,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,257984,301.96,2025-10-29T13:38:38.341820
C2_MEDIUM,req_64433,gpt-3.5,,block,Monthly budget cap hit.,93420,22.47,2025-12-08T13:18:09.341820
C2_MEDIUM,req_22655,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,485905,77.9,2025-10-29T08:52:59.341820
C2_MEDIUM,req_37141,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,171071,111.04,2026-01-04T06:07:05.341820
C2_MEDIUM,req_56763,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,251027,333.4,2026-03-15T20:34:08.341820
C2_MEDIUM,req_68379,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,170112,32.62,2025-10-18T22:07:39.341820
C2_MEDIUM,req_73630,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,11724,11.52,2026-01-03T22:30:26.341820
C2_MEDIUM,req_82038,gpt-3.5,,block,Daily token limit exceeded.,380915,214.19,2025-11-08T03:19:15.341820
C2_MEDIUM,req_10803,gpt-4,,block,Monthly budget cap hit.,296477,109.25,2025-11-29T10:29:05.341820
C2_MEDIUM,req_17235,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,87173,235.92,2026-03-26T19:31:57.341820
C2_MEDIUM,req_90272,gpt-4,,block,Monthly budget cap hit.,258997,357.96,2026-04-08T20:22:08.341820
C2_MEDIUM,req_55637,gpt-3.5,,block,Monthly budget cap hit.,192731,218.02,2026-03-04T16:30:15.341820
C2_MEDIUM,req_17463,gpt-4,,block,Daily token limit exceeded.,147399,453.47,2026-02-12T23:16:32.341820
C2_MEDIUM,req_26478,gpt-4,,block,Daily token limit exceeded.,499686,45.14,2025-12-12T07:43:52.341820
C2_MEDIUM,req_41503,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,450287,296.52,2026-04-09T13:01:29.341820
C2_MEDIUM,req_23772,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,495903,192.47,2026-02-16T06:58:42.341820
C2_MEDIUM,req_69985,mistral,,block,Daily token limit exceeded.,60282,200.97,2026-01-21T15:43:47.341820
C2_MEDIUM,req_60615,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,139211,416.49,2026-02-04T22:57:20.341820
C2_MEDIUM,req_71097,gpt-3.5,,block,Daily token limit exceeded.,254244,360.05,2026-02-18T23:35:10.341820
C2_MEDIUM,req_72783,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,217529,290.15,2026-03-22T23:05:26.341820
C2_MEDIUM,req_72929,gpt-3.5,,block,Monthly budget cap hit.,80448,285.57,2026-03-23T19:43:08.341820
C2_MEDIUM,req_43495,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,302289,73.75,2025-12-25T10:37:01.341820
C2_MEDIUM,req_33193,mistral,,block,Model not permitted under current policy tier.,432492,163.75,2025-10-18T06:00:58.341820
C2_MEDIUM,req_43819,gpt-3.5,,block,Daily token limit exceeded.,31138,461.26,2025-10-21T15:22:15.341820
C2_MEDIUM,req_29971,gpt-3.5,,block,Monthly budget cap hit.,319727,101.32,2025-10-18T22:31:05.341820
C2_MEDIUM,req_92043,gpt-3.5,,block,Model not permitted under current policy tier.,183341,127.77,2025-11-11T18:43:02.341820
C2_MEDIUM,req_67350,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,10483,100.63,2026-03-12T08:28:51.341820
C2_MEDIUM,req_86292,mistral,,block,Model not permitted under current policy tier.,115249,459.78,2025-11-21T22:33:14.341820
C2_MEDIUM,req_19338,gpt-3.5,,block,Daily token limit exceeded.,96442,35.93,2026-01-28T01:41:21.341820
C2_MEDIUM,req_83097,gpt-4,,block,Monthly budget cap hit.,469768,494.98,2026-04-09T08:47:59.341820
C2_MEDIUM,req_36679,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,461563,441.23,2025-11-29T20:16:04.341820
C2_MEDIUM,req_43984,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,130144,155.02,2026-03-25T17:51:05.341820
C2_MEDIUM,req_59152,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,317010,467.84,2026-03-15T11:12:17.341820
C2_MEDIUM,req_87474,mistral,,block,Model not permitted under current policy tier.,282004,251.6,2026-01-17T19:59:57.341820
C2_MEDIUM,req_47720,mistral,,block,Daily token limit exceeded.,139351,431.48,2026-02-06T13:28:30.341820
C2_MEDIUM,req_51606,gpt-4,,block,Monthly budget cap hit.,199239,385.32,2025-12-04T02:29:56.341820
C2_MEDIUM,req_49224,gpt-4,,block,Daily token limit exceeded.,45530,306.62,2026-03-26T09:19:45.341820
C2_MEDIUM,req_83783,gpt-3.5,,block,Daily token limit exceeded.,338013,396.79,2026-03-09T14:37:42.341820
C2_MEDIUM,req_61014,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,445862,273.09,2026-01-24T23:38:44.341820
C2_MEDIUM,req_93744,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,267657,280.81,2026-02-22T04:13:23.341820
C2_MEDIUM,req_86846,gpt-3.5,,block,Daily token limit exceeded.,182884,449.16,2025-11-08T19:50:52.341820
C2_MEDIUM,req_38549,gpt-4,,block,Daily token limit exceeded.,487956,458.61,2025-10-26T02:32:00.341820
C2_MEDIUM,req_89858,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,114239,92.26,2026-01-24T06:48:40.341820
C2_MEDIUM,req_59117,mistral,,block,Monthly budget cap hit.,294345,473.46,2026-02-03T12:22:10.341820
C2_MEDIUM,req_64663,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,448781,258.04,2025-11-07T03:26:21.341820
C2_MEDIUM,req_40015,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,163216,239.21,2025-11-16T11:56:33.341820
C2_MEDIUM,req_85797,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,203437,79.66,2026-01-17T10:48:15.341820
C2_MEDIUM,req_18413,gpt-4,,block,Daily token limit exceeded.,318975,357.05,2026-02-15T11:40:09.341820
C2_MEDIUM,req_45601,gpt-4,,block,Model not permitted under current policy tier.,360807,292.99,2026-02-03T16:36:45.341820
C2_MEDIUM,req_37616,mistral,,block,Monthly budget cap hit.,191348,263.28,2026-01-28T21:31:27.341820
C2_MEDIUM,req_75194,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,426958,13.22,2025-12-07T20:43:46.341820
C2_MEDIUM,req_59820,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,169806,217.2,2025-11-26T15:08:40.341820
C2_MEDIUM,req_49449,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,311474,420.54,2026-04-10T06:58:28.341820
C2_MEDIUM,req_64559,gpt-4,,block,Daily token limit exceeded.,362187,155.13,2026-03-23T11:38:10.341820
C2_MEDIUM,req_63109,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,161382,257.92,2025-10-22T17:17:22.341820
C2_MEDIUM,req_78630,mistral,,block,Model not permitted under current policy tier.,158014,283.81,2026-01-24T02:03:53.341820
C2_MEDIUM,req_58886,gpt-3.5,,block,Monthly budget cap hit.,135504,352.4,2026-01-08T17:09:01.341820
C2_MEDIUM,req_21033,mistral,,block,Model not permitted under current policy tier.,285096,399.9,2026-02-03T00:43:25.341820
C2_MEDIUM,req_48858,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,220957,496.64,2025-12-07T04:23:56.341820
C2_MEDIUM,req_86879,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,443355,67.2,2025-12-16T07:13:33.341820
C2_MEDIUM,req_63785,gpt-4,,block,Daily token limit exceeded.,349440,282.86,2025-12-09T00:03:11.341820
C2_MEDIUM,req_90057,gpt-3.5,,block,Monthly budget cap hit.,423252,81.99,2025-11-11T15:47:35.341820
C2_MEDIUM,req_88597,mistral,,block,Model not permitted under current policy tier.,163657,117.16,2026-03-14T04:00:14.341820
C2_MEDIUM,req_79300,gpt-3.5,,block,Daily token limit exceeded.,121393,377.21,2026-03-24T02:00:22.341820
C2_MEDIUM,req_40820,gpt-4,,block,Model not permitted under current policy tier.,296847,207.19,2025-12-22T09:15:19.341820
C2_MEDIUM,req_52802,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,436214,369.11,2026-01-27T16:57:04.341820
C2_MEDIUM,req_48094,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,159292,88.64,2025-11-23T18:48:56.341820
C2_MEDIUM,req_14107,gpt-4,,block,Daily token limit exceeded.,224693,246.29,2026-01-25T22:01:25.341820
C2_MEDIUM,req_10935,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,450897,387.19,2026-03-09T19:28:39.341820
C2_MEDIUM,req_56119,gpt-4,,block,Monthly budget cap hit.,491941,144.41,2026-01-04T05:51:56.341820
C2_MEDIUM,req_10699,gpt-3.5,,block,Monthly budget cap hit.,290411,480.82,2026-02-16T21:30:38.341820
C2_MEDIUM,req_95128,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,15681,126.11,2025-10-31T04:55:02.341820
C2_MEDIUM,req_55156,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,257115,109.81,2026-02-23T13:15:24.341820
C2_MEDIUM,req_16270,gpt-3.5,,block,Monthly budget cap hit.,464224,227.78,2026-02-13T17:27:18.341820
C2_MEDIUM,req_11221,mistral,,block,Monthly budget cap hit.,175440,380.32,2025-12-10T13:47:15.341820
C2_MEDIUM,req_29059,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,103206,270.31,2026-01-03T20:24:40.341820
C2_MEDIUM,req_45236,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,478087,177.76,2026-01-13T13:59:27.341820
C2_MEDIUM,req_75761,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,73922,330.8,2025-11-09T19:03:53.341820
C2_MEDIUM,req_54648,gpt-3.5,,block,Model not permitted under current policy tier.,133507,323.53,2025-10-21T14:27:21.341820
C2_MEDIUM,req_73414,gpt-3.5,,block,Daily token limit exceeded.,229990,415.08,2026-02-23T11:32:15.341820
C2_MEDIUM,req_27886,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,454757,26.19,2025-12-03T11:05:21.341820
C2_MEDIUM,req_57559,gpt-4,,block,Monthly budget cap hit.,110182,424.9,2026-04-09T10:04:58.341820
C2_MEDIUM,req_93609,gpt-3.5,,block,Model not permitted under current policy tier.,192347,496.19,2026-04-07T07:24:43.341820
C2_MEDIUM,req_29453,gpt-4,,block,Daily token limit exceeded.,309879,20.72,2026-02-21T17:50:04.341820
C2_MEDIUM,req_98161,gpt-4,,block,Monthly budget cap hit.,33022,336.16,2026-03-08T12:41:09.341820
C2_MEDIUM,req_79289,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,466412,432.46,2025-10-18T04:49:03.341820
C2_MEDIUM,req_42810,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,394442,137.26,2025-12-31T08:51:44.341820
C2_MEDIUM,req_43842,gpt-3.5,,block,Model not permitted under current policy tier.,437550,369.22,2026-01-17T05:04:25.341820
C2_MEDIUM,req_40479,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,350218,139.23,2025-10-24T19:08:16.341820
C2_MEDIUM,req_24813,mistral,,block,Model not permitted under current policy tier.,136941,326.42,2026-04-11T14:18:01.341820
C2_MEDIUM,req_39828,gpt-3.5,,block,Daily token limit exceeded.,104595,277.11,2026-01-03T17:05:39.341820
C2_MEDIUM,req_19936,mistral,,block,Monthly budget cap hit.,463348,179.56,2026-01-01T09:38:08.341820
C2_MEDIUM,req_46577,gpt-4,,block,Daily token limit exceeded.,494427,344.02,2025-11-13T01:43:55.341820
C2_MEDIUM,req_27706,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,95563,172.46,2026-02-04T17:37:49.341820
C2_MEDIUM,req_23405,mistral,,block,Model not permitted under current policy tier.,55478,205.72,2026-04-07T22:38:17.341820
C2_MEDIUM,req_41254,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,228100,37.99,2026-03-20T19:21:57.341820
C2_MEDIUM,req_12729,gpt-4,,block,Daily token limit exceeded.,298646,88.8,2025-11-02T19:38:57.341820
C2_MEDIUM,req_98698,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,373966,62.3,2025-11-04T06:29:09.341820
C2_MEDIUM,req_66051,mistral,,block,Monthly budget cap hit.,196844,471.57,2026-01-23T20:57:39.341820
C2_MEDIUM,req_59326,gpt-3.5,,block,Monthly budget cap hit.,35451,344.71,2026-04-08T21:33:40.341820
C2_MEDIUM,req_74547,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,224877,258.56,2025-10-15T20:01:31.341820
C2_MEDIUM,req_81112,gpt-3.5,,block,Monthly budget cap hit.,284201,453.11,2025-11-16T19:57:49.341820
C2_MEDIUM,req_63390,gpt-3.5,,block,Monthly budget cap hit.,17287,18.61,2026-03-03T23:16:40.341820
C2_MEDIUM,req_42305,gpt-3.5,,block,Daily token limit exceeded.,281887,140.94,2025-12-03T21:45:29.341820
C2_MEDIUM,req_16344,gpt-3.5,,block,Monthly budget cap hit.,392879,356.21,2025-10-22T17:30:54.341820
C2_MEDIUM,req_79264,gpt-4,,block,Model not permitted under current policy tier.,246510,389.6,2026-01-10T18:52:39.341820
C2_MEDIUM,req_56453,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,162058,319.14,2026-04-07T11:17:20.341820
C2_MEDIUM,req_38359,mistral,,block,Model not permitted under current policy tier.,497379,354.02,2025-10-22T19:35:25.341820
C3_ENTERPRISE,req_75201,gpt-3.5,,block,Daily token limit exceeded.,220746,311.26,2026-02-21T16:50:25.341820
C3_ENTERPRISE,req_11220,gpt-3.5,,block,Model not permitted under current policy tier.,389441,54.24,2026-03-13T06:23:50.341820
C3_ENTERPRISE,req_74784,gpt-3.5,,block,Daily token limit exceeded.,395687,310.33,2026-04-01T07:28:08.341820
C3_ENTERPRISE,req_16865,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,173897,85.72,2026-01-27T19:46:03.341820
C3_ENTERPRISE,req_70330,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,365628,256.37,2025-10-18T23:16:18.341820
C3_ENTERPRISE,req_31432,gpt-4,,block,Daily token limit exceeded.,376050,119.22,2025-11-08T12:47:50.341820
C3_ENTERPRISE,req_66232,mistral,,block,Daily token limit exceeded.,473678,72.26,2025-12-31T05:18:23.341820
C3_ENTERPRISE,req_37168,gpt-3.5,,block,Model not permitted under current policy tier.,222332,228.74,2026-04-04T07:29:44.341820
C3_ENTERPRISE,req_99228,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,321733,438.39,2026-01-27T13:15:00.341820
C3_ENTERPRISE,req_64890,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,491792,135.53,2026-01-21T00:06:30.341820
C3_ENTERPRISE,req_71159,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,82510,113.98,2025-10-29T09:29:44.341820
C3_ENTERPRISE,req_96513,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,194017,220.01,2026-02-16T07:13:06.341820
C3_ENTERPRISE,req_55967,mistral,,block,Model not permitted under current policy tier.,289668,236.27,2025-12-18T05:24:01.341820
C3_ENTERPRISE,req_76670,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,390097,113.01,2026-03-16T17:18:12.341820
C3_ENTERPRISE,req_19112,mistral,,block,Model not permitted under current policy tier.,114483,339.96,2025-12-26T20:31:41.341820
C3_ENTERPRISE,req_79276,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,355249,331.1,2025-11-03T05:29:17.341820
C3_ENTERPRISE,req_55440,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,76188,310.5,2025-12-25T17:30:50.341820
C3_ENTERPRISE,req_68521,gpt-4,,block,Daily token limit exceeded.,89362,35.37,2025-11-29T19:57:42.341820
C3_ENTERPRISE,req_65582,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,381531,283.54,2025-12-13T15:24:37.341820
C3_ENTERPRISE,req_47155,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,154704,169.78,2025-12-03T06:38:08.341820
C3_ENTERPRISE,req_51023,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,276780,150.66,2025-12-06T06:09:19.341820
C3_ENTERPRISE,req_73733,gpt-4,,block,Model not permitted under current policy tier.,355018,435.62,2026-03-26T12:11:39.341820
C3_ENTERPRISE,req_42208,gpt-4,,block,Daily token limit exceeded.,96251,72.94,2025-11-09T12:27:18.341820
C3_ENTERPRISE,req_70417,mistral,,block,Model not permitted under current policy tier.,189199,229.28,2025-12-15T13:06:44.341820
C3_ENTERPRISE,req_36422,gpt-4,,block,Monthly budget cap hit.,62922,225.09,2026-02-03T03:30:55.341820
C3_ENTERPRISE,req_70465,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,423544,166.08,2025-12-15T12:11:27.341820
C3_ENTERPRISE,req_71068,gpt-3.5,,block,Monthly budget cap hit.,426355,249.93,2025-11-20T11:56:05.341820
C3_ENTERPRISE,req_33189,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,388595,201.94,2025-12-13T15:04:09.341820
C3_ENTERPRISE,req_88317,gpt-4,,block,Model not permitted under current policy tier.,227459,49.99,2025-12-25T21:27:59.341820
C3_ENTERPRISE,req_31993,gpt-4,,block,Monthly budget cap hit.,223833,44.01,2026-03-06T00:34:44.341820
C3_ENTERPRISE,req_26888,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,238504,107.42,2025-11-07T08:27:46.341820
C3_ENTERPRISE,req_92190,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,262195,277.45,2026-03-03T20:14:05.341820
C3_ENTERPRISE,req_57381,mistral,,block,Daily token limit exceeded.,74923,484.37,2026-03-28T18:00:16.341820
C3_ENTERPRISE,req_65562,gpt-3.5,,block,Model not permitted under current policy tier.,494320,497.64,2026-03-25T20:13:01.341820
C3_ENTERPRISE,req_43171,mistral,,block,Monthly budget cap hit.,483593,164.35,2025-12-14T04:37:28.341820
C3_ENTERPRISE,req_41607,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,488884,239.51,2026-01-06T23:27:51.341820
C3_ENTERPRISE,req_10695,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,366337,282.2,2025-11-02T10:44:11.341820
C3_ENTERPRISE,req_68943,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,415489,73.9,2026-03-29T21:56:37.341820
C3_ENTERPRISE,req_23983,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,69799,254.01,2025-12-28T22:10:34.341820
C3_ENTERPRISE,req_77400,mistral,,block,Daily token limit exceeded.,201778,310.7,2025-10-15T05:49:03.341820
C3_ENTERPRISE,req_47018,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,375355,138.09,2026-03-24T15:05:20.341820
C3_ENTERPRISE,req_43486,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,283585,106.31,2025-10-29T00:01:46.341820
C3_ENTERPRISE,req_24244,gpt-4,,block,Daily token limit exceeded.,346129,302.14,2026-03-22T03:39:22.341820
C3_ENTERPRISE,req_16473,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,96737,190.38,2026-03-26T15:08:08.341820
C3_ENTERPRISE,req_77472,gpt-3.5,,block,Model not permitted under current policy tier.,156074,113.26,2026-02-08T01:15:22.341820
C3_ENTERPRISE,req_56370,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,87940,491.79,2026-01-02T09:26:59.341820
C3_ENTERPRISE,req_27672,mistral,,block,Model not permitted under current policy tier.,261666,45.3,2026-04-11T10:00:21.341820
C3_ENTERPRISE,req_74433,mistral,,block,Daily token limit exceeded.,92129,438.71,2026-03-26T00:54:41.341820
C3_ENTERPRISE,req_45881,gpt-3.5,,block,Model not permitted under current policy tier.,450565,170.16,2025-12-11T10:41:25.341820
